0.90,1.45,4.99,29.15,393.25
0.003,0.098,0.121,0.295,0.433
1.04,2.87,6.04,49.34,612.24
0.03,0.033,0.091,0.187,0.142
0.726,0.710,1.343,9.268,298.651
0.09,0.099,0.094,0.086,0.071
0.833,0.882,1.002,3.694,199.315
1.12,1.819,1.837,1.833,1.811
0.871,1.008,1.194,4.407,433.747
0.45,0.32,0.312,0.444,0.235
0.094,0.128,0.746,7.091,212.290
0.18,0.49,0.57,0.44,0.36
